iex(1)> RingLogger.attach
:ok
iex(2)> RingLogger.next

00:00:04.141 [info]  Booting Linux on physical CPU 0x0
00:00:04.544 [info]  bcm2835-codec bcm2835-codec: Device registered as /dev/video11

00:00:04.544 [info]  bcm2835-codec bcm2835-codec: Loaded V4L2 encode

00:00:04.570 [info]  bcm2835-codec bcm2835-codec: Device registered as /dev/video12

00:00:04.570 [info]  bcm2835-codec bcm2835-codec: Loaded V4L2 isp

00:00:04.600 [warn]  bcm2835_v4l2: module is from the staging directory, the quality is unknown, you have been warned.

00:00:05.343 [info]  rpivid-mem feb00000.hevc-decoder: rpivid-hevcmem initialised: Registers at 0xfeb00000 length 0x0000ffff

00:00:05.343 [info]  rpivid-mem feb10000.rpivid-local-intc: rpivid-intcmem initialised: Registers at 0xfeb10000 length 0x00000fff

00:00:05.365 [info]  rpivid-mem feb20000.h264-decoder: rpivid-h264mem initialised: Registers at 0xfeb20000 length 0x0000ffff

00:00:05.365 [info]  rpivid-mem feb30000.vp9-decoder: rpivid-vp9mem initialised: Registers at 0xfeb30000 length 0x0000ffff

00:00:05.533 [info]  usbcore: registered new interface driver option

00:00:05.533 [info]  usbserial: USB Serial support registered for GSM modem (1-port)

00:00:05.540 [info]  option 1-1.1:1.0: GSM modem (1-port) converter detected

00:00:05.554 [info]  usb 1-1.1: GSM modem (1-port) converter now attached to ttyUSB0

00:00:05.554 [info]  option 1-1.1:1.1: GSM modem (1-port) converter detected

00:00:05.576 [info]  usb 1-1.1: GSM modem (1-port) converter now attached to ttyUSB1

00:00:05.576 [info]  option 1-1.1:1.2: GSM modem (1-port) converter detected

00:00:05.576 [info]  usb 1-1.1: GSM modem (1-port) converter now attached to ttyUSB2

00:00:05.590 [info]  option 1-1.1:1.3: GSM modem (1-port) converter detected

00:00:05.590 [info]  usb 1-1.1: GSM modem (1-port) converter now attached to ttyUSB3

00:00:05.705 [info]  usbcore: registered new interface driver cdc_wdm

00:00:05.705 [info]  qmi_wwan 1-1.1:1.4: cdc-wdm0: USB WDM device

00:00:05.716 [info]  qmi_wwan 1-1.1:1.4 wwan0: register 'qmi_wwan' at usb-0000:01:00.0-1.1, WWAN/QMI device, 76:19:75:3f:58:c5

00:00:05.723 [info]  usbcore: registered new interface driver qmi_wwan

00:00:06.430 [info]  cfg80211: Loading compiled-in X.509 certificates for regulatory database

00:00:06.470 [info]  cfg80211: Loaded X.509 cert 'sforshee: 00b28ddf47aef9cea7'

00:00:07.660 [info]  brcmfmac: brcmf_fw_alloc_request: using brcm/brcmfmac43455-sdio for chip BCM4345/6

00:00:07.683 [info]  	F2FS-tools: mkfs.f2fs Ver: 1.13.0 (2019-09-24)

00:00:07.683 [info]  Info: Disable heap-based policy

00:00:07.683 [info]  Info: Debug level = 0

00:00:07.683 [info]  Info: Trim is enabled

00:00:07.683 [info]  Info: Segments per section = 1

00:00:07.684 [info]  Info: Sections per zone = 1

00:00:07.684 [info]  Info: sector size = 512

00:00:07.684 [info]  Info: total sectors = 30521292 (14902 MB)

00:00:07.684 [info]  Info: zone aligned segment0 blkaddr: 512

00:00:07.684 [info]  Info: format version with

00:00:07.684 [info]    "Linux version 4.19.118 (nerves@8eb064424d90) (gcc version 9.2.0 (crosstool-NG 1.24.0.71-4fa0ba1)) #2 SMP PREEMPT Fri Oct 30 15:17:56 UTC 2020"

00:00:07.684 [info]  Info: [/dev/mmcblk0p3] Discarding device

00:00:07.684 [info]  Info: This device doesn't support BLKSECDISCARD

00:00:07.684 [info]  Info: Discarded 14902 MB

00:00:07.684 [info]  Info: Overprovision ratio = 1.650%

00:00:07.684 [info]  Info: Overprovision segments = 248 (GC reserved = 129)

00:00:07.684 [info]  Info: format successful

00:00:07.779 [warn]  snd_bcm2835: module is from the staging directory, the quality is unknown, you have been warned.

00:00:07.780 [info]  bcm2835_audio soc:audio: card created with 8 channels

00:00:07.780 [warn]  f2fs_msg: 6 callbacks suppressed

00:00:07.780 [info]  F2FS-fs (mmcblk0p3): Found nat_bits in checkpoint

00:00:07.864 [info]  brcmfmac: brcmf_fw_alloc_request: using brcm/brcmfmac43455-sdio for chip BCM4345/6

00:00:07.891 [info]  brcmfmac: brcmf_c_preinit_dcmds: Firmware: BCM4345/6 wl0: May  2 2019 02:46:17 version 7.45.189 (r714228 CY) FWID 01-e1db26e2

00:00:07.952 [info]  F2FS-fs (mmcblk0p3): Mounted with checkpoint version = 754e7ddd

00:00:08.339 [debug] VintageNet(ppp0): :configured -> internal configure (VintageNetMobile)

00:00:08.422 [info]  Jan  1 00:00:08 pppd[248]: pppd 2.4.8 started by root, uid 0

00:00:08.422 [info]  PPP generic driver version 2.4.2

00:00:08.538 [debug] VintageNet(wlan0): :configured -> internal configure (VintageNetWiFi)

00:00:08.584 [info]  IPv6: ADDRCONF(NETDEV_UP): wlan0: link is not ready

00:00:08.584 [info]  brcmfmac: brcmf_cfg80211_set_power_mgmt: power save enabled

00:00:08.592 [debug] udhcpc(wlan0): udhcpc: started, v1.31.1

00:00:08.595 [info]  wlan0 dhcp deconfig: %{interface: "wlan0"}

00:00:08.604 [info]  RTC (NervesTime.FileTime) reports that the time hasn't been set.

00:00:00.000 [info]  nerves_time set system clock to 2020-07-25 00:00:00 UTC

00:00:00.008 [debug] Starting /usr/sbin/ntpd with: ["-n", "-S", "/srv/erlang/lib/nerves_time-0.4.2/priv/ntpd_script", "-p", "0.pool.ntp.org", "-p", "1.pool.ntp.org", "-p", "2.pool.ntp.org", "-p", "3.pool.ntp.org"]

00:00:00.033 [debug] udhcpc(wlan0): udhcpc: sending discover

00:00:00.822 [info]  Jul 25 00:00:00 chat[261]: abort on (BUSY)

00:00:00.822 [info]  Jul 25 00:00:00 chat[261]: abort on (NO CARRIER)

00:00:00.823 [info]  Jul 25 00:00:00 chat[261]: abort on (NO DIALTONE)

00:00:00.823 [info]  Jul 25 00:00:00 chat[261]: abort on (NO DIAL TONE)

00:00:00.823 [info]  Jul 25 00:00:00 chat[261]: abort on (NO ANSWER)

00:00:00.823 [info]  Jul 25 00:00:00 chat[261]: abort on (DELAYED)

00:00:00.823 [info]  Jul 25 00:00:00 chat[261]: timeout set to 10 seconds

00:00:00.823 [info]  Jul 25 00:00:00 chat[261]: report (CONNECT)

00:00:00.823 [info]  Jul 25 00:00:00 chat[261]: send (+++^M)

00:00:00.863 [info]  Jul 25 00:00:00 chat[261]: send (AT^M)

00:00:00.893 [info]  Jul 25 00:00:00 chat[261]: expect (OK)

00:00:00.893 [info]  Jul 25 00:00:00 chat[261]: ^M

00:00:00.894 [info]  Jul 25 00:00:00 chat[261]: OK

00:00:00.894 [info]  Jul 25 00:00:00 chat[261]:  -- got it


00:00:00.894 [info]  Jul 25 00:00:00 chat[261]: send (ATH^M)

00:00:00.934 [info]  Jul 25 00:00:00 chat[261]: expect (OK)

00:00:00.934 [info]  Jul 25 00:00:00 chat[261]: ^M

00:00:00.935 [info]  Jul 25 00:00:00 chat[261]: ^M

00:00:00.935 [info]  Jul 25 00:00:00 chat[261]: OK

00:00:00.935 [info]  Jul 25 00:00:00 chat[261]:  -- got it


00:00:00.935 [info]  Jul 25 00:00:00 chat[261]: send (ATZ^M)

00:00:00.975 [info]  Jul 25 00:00:00 chat[261]: expect (OK)

00:00:00.975 [info]  Jul 25 00:00:00 chat[261]: ^M

00:00:00.978 [info]  Jul 25 00:00:00 chat[261]: ^M

00:00:00.978 [info]  Jul 25 00:00:00 chat[261]: OK

00:00:00.978 [info]  Jul 25 00:00:00 chat[261]:  -- got it


00:00:00.979 [info]  Jul 25 00:00:00 chat[261]: send (ATQ0^M)

00:00:01.029 [info]  Jul 25 00:00:01 chat[261]: expect (OK)

00:00:01.029 [info]  Jul 25 00:00:01 chat[261]: ^M

00:00:01.030 [info]  Jul 25 00:00:01 chat[261]: ATQ0^M^M

00:00:01.030 [info]  Jul 25 00:00:01 chat[261]: OK

00:00:01.030 [info]  Jul 25 00:00:01 chat[261]:  -- got it


00:00:01.030 [info]  Jul 25 00:00:01 chat[261]: send (AT+CGDCONT=1,"IP","wm"^M)

00:00:01.081 [debug] wpa_supplicant: Successfully initialized wpa_supplicant

00:00:01.237 [debug] wpa_supplicant: wlan0: CTRL-EVENT-REGDOM-CHANGE init=USER type=COUNTRY alpha2=NL

00:00:01.262 [info]  Jul 25 00:00:01 chat[261]: expect (OK)

00:00:01.262 [info]  Jul 25 00:00:01 chat[261]: ^M

00:00:01.282 [info]  Jul 25 00:00:01 chat[261]: AT+CGDCONT=1,"IP","wm"^M^M

00:00:01.282 [info]  Jul 25 00:00:01 chat[261]: OK

00:00:01.282 [info]  Jul 25 00:00:01 chat[261]:  -- got it


00:00:01.282 [info]  Jul 25 00:00:01 chat[261]: send (AT+QCFG="nwscanseq",02^M)

00:00:01.514 [info]  Jul 25 00:00:01 chat[261]: expect (OK)

00:00:01.514 [info]  Jul 25 00:00:01 chat[261]: ^M

00:00:01.522 [info]  Jul 25 00:00:01 chat[261]: AT+QCFG="nwscanseq",02^M^M

00:00:01.522 [info]  Jul 25 00:00:01 chat[261]: OK

00:00:01.523 [info]  Jul 25 00:00:01 chat[261]:  -- got it


00:00:01.523 [info]  Jul 25 00:00:01 chat[261]: send (AT+QCFG="nwscanmode",3^M)

00:00:01.754 [info]  Jul 25 00:00:01 chat[261]: expect (OK)

00:00:01.755 [info]  Jul 25 00:00:01 chat[261]: ^M

00:00:01.755 [info]  Jul 25 00:00:01 chat[261]: AT+QCFG="nwscanmode",3^M^M

00:00:01.755 [info]  Jul 25 00:00:01 chat[261]: OK

00:00:01.755 [info]  Jul 25 00:00:01 chat[261]:  -- got it


00:00:01.756 [info]  Jul 25 00:00:01 chat[261]: send (AT+QCFG="iotopmode",0^M)

00:00:01.977 [info]  Jul 25 00:00:01 chat[261]: expect (OK)

00:00:01.978 [info]  Jul 25 00:00:01 chat[261]: ^M

00:00:01.978 [info]  Jul 25 00:00:01 chat[261]: AT+QCFG="iotopmode",0^M^M

00:00:01.979 [info]  Jul 25 00:00:01 chat[261]: OK

00:00:01.979 [info]  Jul 25 00:00:01 chat[261]:  -- got it


00:00:01.979 [info]  Jul 25 00:00:01 chat[261]: send (ATDT*99***1#^M)

00:00:02.110 [info]  Jul 25 00:00:02 chat[261]: expect (CONNECT)

00:00:02.110 [info]  Jul 25 00:00:02 chat[261]: ^M

00:00:02.113 [info]  Jul 25 00:00:02 chat[261]: ATDT*99***1#^M^M

00:00:02.113 [info]  Jul 25 00:00:02 chat[261]: CONNECT

00:00:02.113 [info]  Jul 25 00:00:02 chat[261]:  -- got it


00:00:02.113 [info]  Jul 25 00:00:02 chat[261]: send (^M)

00:00:02.124 [debug] Jul 25 00:00:02 pppd[248]: Script chat -v -f /tmp/vintage_net/chatscript.ppp0 finished (pid 261), status = 0x0

00:00:02.124 [info]  Jul 25 00:00:02 pppd[248]: Serial connection established.

00:00:02.149 [debug] Jul 25 00:00:02 pppd[248]: using channel 1

00:00:02.150 [info]  Jul 25 00:00:02 pppd[248]: Using interface ppp0

00:00:02.150 [info]  Jul 25 00:00:02 pppd[248]: Connect: ppp0 <--> /dev/ttyUSB3

00:00:03.136 [debug] udhcpc(wlan0): udhcpc: sending discover

00:00:03.151 [debug] Jul 25 00:00:03 pppd[248]: sent [LCP ConfReq id=0x1 <asyncmap 0x0> <magic 0x816573fd> <pcomp> <accomp>]

00:00:03.153 [debug] Jul 25 00:00:03 pppd[248]: rcvd [LCP ConfReq id=0x0 <asyncmap 0x0> <auth chap MD5> <magic 0xc7a579a4> <pcomp> <accomp>]

00:00:03.153 [debug] Jul 25 00:00:03 pppd[248]: No auth is possible

00:00:03.153 [debug] Jul 25 00:00:03 pppd[248]: sent [LCP ConfRej id=0x0 <auth chap MD5>]

00:00:03.154 [debug] Jul 25 00:00:03 pppd[248]: rcvd [LCP ConfAck id=0x1 <asyncmap 0x0> <magic 0x816573fd> <pcomp> <accomp>]

00:00:03.154 [debug] Jul 25 00:00:03 pppd[248]: rcvd [LCP ConfReq id=0x1 <asyncmap 0x0> <magic 0xc7a579a4> <pcomp> <accomp>]

00:00:03.154 [debug] Jul 25 00:00:03 pppd[248]: sent [LCP ConfAck id=0x1 <asyncmap 0x0> <magic 0xc7a579a4> <pcomp> <accomp>]

00:00:03.183 [info]  PPP BSD Compression module registered

00:00:03.192 [debug] Jul 25 00:00:03 pppd[248]: sent [CCP ConfReq id=0x1 <deflate 15> <deflate(old#) 15> <bsd v1 15>]

00:00:03.192 [debug] Jul 25 00:00:03 pppd[248]: sent [IPCP ConfReq id=0x1 <compress VJ 0f 01> <addr 0.0.0.0> <ms-dns1 0.0.0.0> <ms-dns2 0.0.0.0>]

00:00:03.193 [debug] Jul 25 00:00:03 pppd[248]: rcvd [LCP DiscReq id=0x2 magic=0xc7a579a4]

00:00:03.193 [debug] Jul 25 00:00:03 pppd[248]: rcvd [LCP ProtRej id=0x3 80 fd 01 01 00 0f 1a 04 78 00 18 04 78 00 15 03 2f]

00:00:03.193 [debug] Jul 25 00:00:03 pppd[248]: Protocol-Reject for 'Compression Control Protocol' (0x80fd) received

00:00:03.193 [info]  PPP Deflate Compression module registered

00:00:03.204 [debug] Jul 25 00:00:03 pppd[248]: rcvd [IPCP ConfReq id=0x0]

00:00:03.204 [debug] Jul 25 00:00:03 pppd[248]: sent [IPCP ConfNak id=0x0 <addr 0.0.0.0>]

00:00:03.204 [debug] Jul 25 00:00:03 pppd[248]: rcvd [IPCP ConfRej id=0x1 <compress VJ 0f 01>]

00:00:03.204 [debug] Jul 25 00:00:03 pppd[248]: sent [IPCP ConfReq id=0x2 <addr 0.0.0.0> <ms-dns1 0.0.0.0> <ms-dns2 0.0.0.0>]

00:00:03.205 [debug] Jul 25 00:00:03 pppd[248]: rcvd [IPCP ConfReq id=0x1]

00:00:03.205 [debug] Jul 25 00:00:03 pppd[248]: sent [IPCP ConfAck id=0x1]

00:00:03.205 [debug] Jul 25 00:00:03 pppd[248]: rcvd [IPCP ConfNak id=0x2 <addr 100.85.118.2> <ms-dns1 8.8.8.8> <ms-dns2 8.8.4.4>]

00:00:03.205 [debug] Jul 25 00:00:03 pppd[248]: sent [IPCP ConfReq id=0x3 <addr 100.85.118.2> <ms-dns1 8.8.8.8> <ms-dns2 8.8.4.4>]

00:00:03.205 [debug] Jul 25 00:00:03 pppd[248]: rcvd [IPCP ConfAck id=0x3 <addr 100.85.118.2> <ms-dns1 8.8.8.8> <ms-dns2 8.8.4.4>]

00:00:03.205 [warn]  Jul 25 00:00:03 pppd[248]: Could not determine remote IP address: defaulting to 10.64.64.64

00:00:03.208 [debug] Jul 25 00:00:03 pppd[248]: Script /etc/ppp/ip-pre-up started (pid 270)

00:00:03.213 [debug] Jul 25 00:00:03 pppd[248]: Script /etc/ppp/ip-pre-up finished (pid 270), status = 0x0

00:00:03.213 [debug] pppd.ip_pre_up(ppp0): %{DEVICE: "/dev/ttyUSB3", DNS1: "8.8.8.8", DNS2: "8.8.4.4", IFNAME: "ppp0", IPLOCAL: "100.85.118.2", IPREMOTE: "10.64.64.64", ORIG_UID: "0", PPPD_PID: "248", PPPLOGNAME: "root", SPEED: "9600", USEPEERDNS: "1"}

00:00:03.213 [info]  Jul 25 00:00:03 pppd[248]: local  IP address 100.85.118.2

00:00:03.214 [info]  Jul 25 00:00:03 pppd[248]: remote IP address 10.64.64.64

00:00:03.214 [info]  Jul 25 00:00:03 pppd[248]: primary   DNS address 8.8.8.8

00:00:03.214 [info]  Jul 25 00:00:03 pppd[248]: secondary DNS address 8.8.4.4

00:00:03.215 [debug] Jul 25 00:00:03 pppd[248]: Script /etc/ppp/ip-up started (pid 271)

00:00:03.217 [debug] Jul 25 00:00:03 pppd[248]: Script /etc/ppp/ip-up finished (pid 271), status = 0x0

00:00:03.217 [debug] pppd.ip_up(ppp0): %{DEVICE: "/dev/ttyUSB3", DNS1: "8.8.8.8", DNS2: "8.8.4.4", IFNAME: "ppp0", IPLOCAL: "100.85.118.2", IPREMOTE: "10.64.64.64", ORIG_UID: "0", PPPD_PID: "248", PPPLOGNAME: "root", SPEED: "9600", USEPEERDNS: "1"}

00:00:03.218 [info]  RouteManager: set_route ppp0 -> :internet

00:00:03.816 [debug] wpa_supplicant: wlan0: Trying to associate with SSID '...'

00:00:03.887 [info]  WPASupplicant ignoring {:event, "WPS-AP-AVAILABLE"}

00:00:03.887 [info]  wpa_supplicant(wlan0): Trying to associate with SSID '...'

00:00:06.236 [debug] udhcpc(wlan0): udhcpc: sending discover

00:00:06.475 [debug] wpa_supplicant: wlan0: Associated with 6c:70:9f:db:cb:2c

00:00:06.476 [debug] wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED - Connection to 6c:70:9f:db:cb:2c completed [id=0 id_str=]

00:00:06.476 [info]  wpa_supplicant(wlan0): Associated with 6c:70:9f:db:cb:2c

00:00:06.477 [info]  Connected to AP: 6c:70:9f:db:cb:2c

00:00:06.483 [info]  IPv6: ADDRCONF(NETDEV_CHANGE): wlan0: link becomes ready

00:00:06.484 [debug] wpa_supplicant: wlan0: CTRL-EVENT-SUBNET-STATUS-UPDATE status=0

00:00:06.485 [debug] wpa_supplicant: wlan0: CTRL-EVENT-REGDOM-CHANGE init=COUNTRY_IE type=COUNTRY alpha2=NL

00:00:06.489 [info]  WPASupplicant ignoring {:event, "CTRL-EVENT-SUBNET-STATUS-UPDATE", %{"status" => "0"}}

00:00:06.489 [info]  WPASupplicant ignoring {:event, "CTRL-EVENT-REGDOM-CHANGE", %{"alpha2" => "NL", "init" => "COUNTRY_IE", "type" => "COUNTRY"}}

00:00:28.689 [debug] udhcpc(wlan0): udhcpc: sending discover

00:00:28.763 [debug] udhcpc(wlan0): udhcpc: sending select for 192.168.0.120

00:00:28.863 [debug] udhcpc(wlan0): udhcpc: lease of 192.168.0.120 obtained, lease time 7200

00:00:28.866 [debug] udhcpc.renew(wlan0): %{broadcast: "192.168.0.255", dns: ["192.168.0.1"], hostname: "nerves-87f4", interface: "wlan0", ip: "192.168.0.120", lease: "7200", mask: "24", opt53: "05", opt58: "00000e10", opt59: "0000189c", router: ["192.168.0.1"], serverid: "192.168.0.1", siaddr: "192.168.0.1", subnet: "255.255.255.0"}

00:00:28.873 [info]  RouteManager: set_route wlan0 -> :lan

00:00:29.769 [warn]  Send "AT+QSPN" failed: {:error, "ERROR"}. Ignoring...

00:00:35.312 [debug] Jul 25 00:00:35 pppd[248]: rcvd [LCP TermReq id=0x4]

00:00:35.312 [info]  Jul 25 00:00:35 pppd[248]: LCP terminated by peer

00:00:35.313 [info]  Jul 25 00:00:35 pppd[248]: Connect time 0.6 minutes.

00:00:35.313 [info]  Jul 25 00:00:35 pppd[248]: Sent 600 bytes, received 0 bytes.

00:00:35.315 [debug] Jul 25 00:00:35 pppd[248]: Script /etc/ppp/ip-down started (pid 289)

00:00:35.315 [debug] Jul 25 00:00:35 pppd[248]: sent [LCP TermAck id=0x4]

00:00:35.317 [info]  Jul 25 00:00:35 pppd[248]: Modem hangup

00:00:35.317 [info]  Jul 25 00:00:35 pppd[248]: Connection terminated.

00:00:35.318 [debug] pppd.ip_down(ppp0): %{BYTES_RCVD: "0", BYTES_SENT: "600", CONNECT_TIME: "32", DEVICE: "/dev/ttyUSB3", DNS1: "8.8.8.8", DNS2: "8.8.4.4", IFNAME: "ppp0", IPLOCAL: "100.85.118.2", IPREMOTE: "10.64.64.64", ORIG_UID: "0", PPPD_PID: "248", PPPLOGNAME: "root", SPEED: "9600", USEPEERDNS: "1"}

00:00:35.318 [info]  RouteManager: clear_route ppp0

00:00:35.356 [warn]  route_manager(clear_a_local_route): ignoring failure "ip: can't find device 'ppp0'\n"

00:00:35.388 [warn]  route_manager(clear_a_local_route): ignoring failure "ip: can't find device 'ppp0'\n"

00:00:35.420 [warn]  route_manager(clear_a_route): ignoring failure "ip: can't find device 'ppp0'\n"

00:00:35.452 [warn]  route_manager(clear_a_route): ignoring failure "ip: can't find device 'ppp0'\n"

00:00:36.353 [debug] Jul 25 00:00:36 pppd[248]: Script /etc/ppp/ip-down finished (pid 289), status = 0x0

00:00:37.972 [info]  RouteManager: set_connection_status wlan0 -> :internet

524 out of 524 new messages shown.
:ok

08:37:43.646 [info]  Nov  2 08:37:43 chat[310]: abort on (BUSY)

08:37:43.646 [info]  Nov  2 08:37:43 chat[310]: abort on (NO CARRIER)

08:37:43.647 [info]  Nov  2 08:37:43 chat[310]: abort on (NO DIALTONE)

08:37:43.647 [info]  Nov  2 08:37:43 chat[310]: abort on (NO DIAL TONE)

08:37:43.647 [info]  Nov  2 08:37:43 chat[310]: abort on (NO ANSWER)

08:37:43.647 [info]  Nov  2 08:37:43 chat[310]: abort on (DELAYED)

08:37:43.647 [info]  Nov  2 08:37:43 chat[310]: timeout set to 10 seconds

08:37:43.648 [info]  Nov  2 08:37:43 chat[310]: report (CONNECT)

08:37:43.648 [info]  Nov  2 08:37:43 chat[310]: send (+++^M)

08:37:43.687 [info]  Nov  2 08:37:43 chat[310]: send (AT^M)

08:37:43.717 [info]  Nov  2 08:37:43 chat[310]: expect (OK)

08:37:43.719 [info]  Nov  2 08:37:43 chat[310]: AT^M^M

08:37:43.719 [info]  Nov  2 08:37:43 chat[310]: OK

08:37:43.719 [info]  Nov  2 08:37:43 chat[310]:  -- got it


08:37:43.719 [info]  Nov  2 08:37:43 chat[310]: send (ATH^M)

08:37:43.759 [info]  Nov  2 08:37:43 chat[310]: expect (OK)

08:37:43.759 [info]  Nov  2 08:37:43 chat[310]: ^M

08:37:43.759 [info]  Nov  2 08:37:43 chat[310]: ATH^M^M

08:37:43.759 [info]  Nov  2 08:37:43 chat[310]: OK

08:37:43.759 [info]  Nov  2 08:37:43 chat[310]:  -- got it


08:37:43.760 [info]  Nov  2 08:37:43 chat[310]: send (ATZ^M)

08:37:43.800 [info]  Nov  2 08:37:43 chat[310]: expect (OK)

08:37:43.800 [info]  Nov  2 08:37:43 chat[310]: ^M

08:37:43.803 [info]  Nov  2 08:37:43 chat[310]: ATZ^M^M

08:37:43.803 [info]  Nov  2 08:37:43 chat[310]: OK

08:37:43.803 [info]  Nov  2 08:37:43 chat[310]:  -- got it


08:37:43.803 [info]  Nov  2 08:37:43 chat[310]: send (ATQ0^M)

08:37:43.852 [info]  Nov  2 08:37:43 chat[310]: expect (OK)

08:37:43.853 [info]  Nov  2 08:37:43 chat[310]: ^M

08:37:43.853 [info]  Nov  2 08:37:43 chat[310]: ATQ0^M^M

08:37:43.853 [info]  Nov  2 08:37:43 chat[310]: OK

08:37:43.853 [info]  Nov  2 08:37:43 chat[310]:  -- got it


08:37:43.854 [info]  Nov  2 08:37:43 chat[310]: send (AT+CGDCONT=1,"IP","wm"^M)

08:37:44.085 [info]  Nov  2 08:37:44 chat[310]: expect (OK)

08:37:44.085 [info]  Nov  2 08:37:44 chat[310]: ^M

08:37:44.104 [info]  Nov  2 08:37:44 chat[310]: AT+CGDCONT=1,"IP","wm"^M^M

08:37:44.104 [info]  Nov  2 08:37:44 chat[310]: OK

08:37:44.104 [info]  Nov  2 08:37:44 chat[310]:  -- got it


08:37:44.104 [info]  Nov  2 08:37:44 chat[310]: send (AT+QCFG="nwscanseq",02^M)

08:37:44.336 [info]  Nov  2 08:37:44 chat[310]: expect (OK)

08:37:44.336 [info]  Nov  2 08:37:44 chat[310]: ^M

08:37:44.343 [info]  Nov  2 08:37:44 chat[310]: AT+QCFG="nwscanseq",02^M^M

08:37:44.343 [info]  Nov  2 08:37:44 chat[310]: OK

08:37:44.344 [info]  Nov  2 08:37:44 chat[310]:  -- got it


08:37:44.344 [info]  Nov  2 08:37:44 chat[310]: send (AT+QCFG="nwscanmode",3^M)

08:37:44.576 [info]  Nov  2 08:37:44 chat[310]: expect (OK)

08:37:44.576 [info]  Nov  2 08:37:44 chat[310]: ^M

08:37:44.578 [info]  Nov  2 08:37:44 chat[310]: AT+QCFG="nwscanmode",3^M^M

08:37:44.578 [info]  Nov  2 08:37:44 chat[310]: OK

08:37:44.578 [info]  Nov  2 08:37:44 chat[310]:  -- got it


08:37:44.578 [info]  Nov  2 08:37:44 chat[310]: send (AT+QCFG="iotopmode",0^M)

08:37:44.798 [info]  Nov  2 08:37:44 chat[310]: expect (OK)

08:37:44.799 [info]  Nov  2 08:37:44 chat[310]: ^M

08:37:44.801 [info]  Nov  2 08:37:44 chat[310]: AT+QCFG="iotopmode",0^M^M

08:37:44.801 [info]  Nov  2 08:37:44 chat[310]: OK

08:37:44.801 [info]  Nov  2 08:37:44 chat[310]:  -- got it


08:37:44.801 [info]  Nov  2 08:37:44 chat[310]: send (ATDT*99***1#^M)

08:37:44.930 [info]  Nov  2 08:37:44 chat[310]: expect (CONNECT)

08:37:44.931 [info]  Nov  2 08:37:44 chat[310]: ^M

08:37:44.933 [info]  Nov  2 08:37:44 chat[310]: ATDT*99***1#^M^M

08:37:44.933 [info]  Nov  2 08:37:44 chat[310]: CONNECT

08:37:44.933 [info]  Nov  2 08:37:44 chat[310]:  -- got it


08:37:44.933 [info]  Nov  2 08:37:44 chat[310]: send (^M)

08:37:44.944 [debug] Nov  2 08:37:44 pppd[248]: Script chat -v -f /tmp/vintage_net/chatscript.ppp0 finished (pid 310), status = 0x0

08:37:44.944 [info]  Nov  2 08:37:44 pppd[248]: Serial connection established.

08:37:44.947 [debug] Nov  2 08:37:44 pppd[248]: using channel 2

08:37:44.947 [info]  Nov  2 08:37:44 pppd[248]: Using interface ppp0

08:37:44.947 [info]  Nov  2 08:37:44 pppd[248]: Connect: ppp0 <--> /dev/ttyUSB3

08:37:45.947 [debug] Nov  2 08:37:45 pppd[248]: sent [LCP ConfReq id=0x2 <asyncmap 0x0> <magic 0xd999cce1> <pcomp> <accomp>]

08:37:45.948 [debug] Nov  2 08:37:45 pppd[248]: rcvd [LCP ConfReq id=0x5 <asyncmap 0x0> <auth chap MD5> <magic 0xc7a67f4d> <pcomp> <accomp>]

08:37:45.949 [debug] Nov  2 08:37:45 pppd[248]: No auth is possible

08:37:45.949 [debug] Nov  2 08:37:45 pppd[248]: sent [LCP ConfRej id=0x5 <auth chap MD5>]

08:37:45.949 [debug] Nov  2 08:37:45 pppd[248]: rcvd [LCP ConfAck id=0x2 <asyncmap 0x0> <magic 0xd999cce1> <pcomp> <accomp>]

08:37:45.949 [debug] Nov  2 08:37:45 pppd[248]: rcvd [LCP ConfReq id=0x6 <asyncmap 0x0> <magic 0xc7a67f4d> <pcomp> <accomp>]

08:37:45.949 [debug] Nov  2 08:37:45 pppd[248]: sent [LCP ConfAck id=0x6 <asyncmap 0x0> <magic 0xc7a67f4d> <pcomp> <accomp>]

08:37:45.950 [debug] Nov  2 08:37:45 pppd[248]: sent [CCP ConfReq id=0x2 <deflate 15> <deflate(old#) 15> <bsd v1 15>]

08:37:45.950 [debug] Nov  2 08:37:45 pppd[248]: sent [IPCP ConfReq id=0x4 <compress VJ 0f 01> <addr 0.0.0.0> <ms-dns1 0.0.0.0> <ms-dns2 0.0.0.0>]

08:37:45.950 [debug] Nov  2 08:37:45 pppd[248]: rcvd [LCP DiscReq id=0x7 magic=0xc7a67f4d]

